"country","day","term","rank","repetitions"
"4455","Taiwan","2024-06-13","陽明",4,12
"4456","Taiwan","2024-06-13","吳東進",5,12
"4457","Taiwan","2024-06-14","NBA",1,12
"4458","Taiwan","2024-06-14","腦筋急轉彎2",2,12
"4459","Taiwan","2024-06-14","MG4",4,12
"4460","Taiwan","2024-06-14","鋰電池",5,12
"4461","Taiwan","2024-06-15","歐洲杯",1,12
"4462","Taiwan","2024-06-15","賴冠霖",3,12
"4463","Taiwan","2024-06-15","中壢火車站",4,12
"4464","Taiwan","2024-06-15","戀愛兄妹",5,12
"4465","Taiwan","2024-06-16","凱特王妃",3,12
"4466","Taiwan","2024-06-16","大巨蛋",4,12
"4467","Taiwan","2024-06-16","足球",5,12
"4468","Taiwan","2024-06-17","高爾宣",1,18
"4469","Taiwan","2024-06-17","黃埔軍校",2,18
"4470","Taiwan","2024-06-17","父親節",3,18
"4471","Taiwan","2024-06-17","瓦斯火槍",4,18
"4472","Taiwan","2024-06-17","山本由伸",5,18
"4473","Taiwan","2024-06-18","Yahoo",1,18
"4474","Taiwan","2024-06-18","波尼多小旅宿",2,18
"4475","Taiwan","2024-06-18","台積電",3,18
"4476","Taiwan","2024-06-18","鴻海",4,18
"4477","Taiwan","2024-06-18","中國信託",5,18
"4478","Taiwan","2024-06-19","NBA",1,18
"4479","Taiwan","2024-06-19","張育成",2,18
"4480","Taiwan","2024-06-19","PLG",3,18
"4481","Taiwan","2024-06-19","博愛座",4,18
"4482","Taiwan","2024-06-19","南亞科",5,18
"4483","Taiwan","2024-06-20","朱翊銘",2,18
"4484","Taiwan","2024-06-20","青鳥行動",3,18
"4485","Taiwan","2024-06-20","ZARA",4,18
"4486","Taiwan","2024-06-20","廣達",5,18
"4487","Taiwan","2024-06-21","唐治平",1,18
"4488","Taiwan","2024-06-21","夏至",2,18
"4489","Taiwan","2024-06-21","PLG",3,18
"4490","Taiwan","2024-06-21","美光",4,18
"4491","Taiwan","2024-06-21","王文祥",5,18
"4492","Taiwan","2024-06-22","Bruno Mars",1,18
"4493","Taiwan","2024-06-22","台鐵",2,18
"4494","Taiwan","2024-06-22","誰是被害者2",3,18
"4495","Taiwan","2024-06-22","覆議案",4,18
"4496","Taiwan","2024-06-22","群創",5,18
"4497","Taiwan","2024-06-23","Aimer",2,18
"4498","Taiwan","2024-06-23","F1",3,18
"4499","Taiwan","2024-06-23","小玉",4,18
"4500","Taiwan","2024-06-23","古谷徹",5,18
"4501","Taiwan","2024-06-24","大韓航空",2,24
"4502","Taiwan","2024-06-24","花蓮火災",3,24
"4503","Taiwan","2024-06-24","墨雨雲間結局",4,24
"4504","Taiwan","2024-06-24","食腦蟲",5,24
"4505","Taiwan","2024-06-25","唐治平",1,24
"4506","Taiwan","2024-06-25","金智媛",2,24
"4507","Taiwan","2024-06-25","日幣",3,24
"4508","Taiwan","2024-06-25","台股",4,24
"4509","Taiwan","2024-06-25","賴清德",5,24
"4510","Taiwan","2024-06-26","統一獅",2,24
"4511","Taiwan","2024-06-26","周杰倫",3,24
"4512","Taiwan","2024-06-26","輝達",4,24
"4513","Taiwan","2024-06-26","邱復生",5,24
"4514","Taiwan","2024-06-27","Bruno Mars 演唱會",1,24
"4515","Taiwan","2024-06-27","龍天翔",2,24
"4516","Taiwan","2024-06-27","NBA選秀",3,24
"4517","Taiwan","2024-06-27","00940配息",4,24
"4518","Taiwan","2024-06-27","志淵",5,24
"4519","Taiwan","2024-06-28","寵物店老闆輕生",1,24
"4520","Taiwan","2024-06-28","Bronny James 選秀",2,24
"4521","Taiwan","2024-06-28","旅遊警示",4,24
"4522","Taiwan","2024-06-28","李尚福",5,24
"4523","Thailand","2024-06-03","ดอร์ทมุนด์ พบ เรอัลมาดริด",1,77
"4524","Thailand","2024-06-03","ถ่ายทอดสดวอลเลย์บอลวันนี้",2,77
"4525","Thailand","2024-06-03","อิ๋ว-เสาวลักษณ์",3,77
"4526","Thailand","2024-06-03","อินเตอร์ไมอามี่",4,77
"4527","Thailand","2024-06-03","เป้ยปานวาด",5,77
"4528","Thailand","2024-06-04","พระบรมราชินี",1,77
"4529","Thailand","2024-06-04","แป้ง",2,77
"4530","Thailand","2024-06-04","เสี่ยต้น",3,77
"4531","Thailand","2024-06-04","เชื่อมจิต",4,77
"4532","Thailand","2024-06-04","Berkshire Hathaway",5,77
"4533","Thailand","2024-06-05","บอลยูโร",1,77
"4534","Thailand","2024-06-05","ในวันที่ฝนพร่างพราย",2,77
"4535","Thailand","2024-06-05","ทีมชาติอังกฤษ",3,77
"4536","Thailand","2024-06-05","พนมนาคา",4,77
"4537","Thailand","2024-06-05","วันไหว้ครู",5,77
"4538","Thailand","2024-06-06","ไซบูทรามีน",1,77
"4539","Thailand","2024-06-06","Under Paris",2,77
"4540","Thailand","2024-06-06","ราคาทองรูปพรรณ",3,77
"4541","Thailand","2024-06-06","วันสิ่งแวดล้อมโลก",4,77
"4542","Thailand","2024-06-06","บอลยูโร",5,77
"4543","Thailand","2024-06-07","Nvidia",3,77
"4544","Thailand","2024-06-07","คุณเหมาะกับแมวประเภทไหน",4,77
"4545","Thailand","2024-06-07","หมวยเล็กสุนัขไซบีเรียน",5,77
"4546","Thailand","2024-06-08","ตะวันฉาย vs โจณัฐวุฒิ",1,77
"4547","Thailand","2024-06-08","จูนเพ็ญชุลี",2,77
"4548","Thailand","2024-06-08","เขมจิราต้องรอด",3,77
"4549","Thailand","2024-06-08","หวยเกษียณ",4,77
"4550","Thailand","2024-06-08","กีฬา",5,77
"4551","Thailand","2024-06-09","ชัชชาติ",1,77
"4552","Thailand","2024-06-09","รถถัง",2,77
"4553","Thailand","2024-06-09","มวย",3,77
"4554","Thailand","2024-06-09","ตะวันฉาย vs โจณัฐวุฒิ",4,77
"4555","Thailand","2024-06-09","จูนเพ็ญชุลี",5,77
"4556","Thailand","2024-06-10","วัฒนาอัศวเหม",1,154
"4557","Thailand","2024-06-10","บราซิล",2,154
"4558","Thailand","2024-06-10","โปรตุเกส",3,154
"4559","Thailand","2024-06-10","พุ่มพวงดวงจันทร์",4,154
"4560","Thailand","2024-06-10","ทักษิณชินวัตร",5,154
"4561","Thailand","2024-06-11","บอลไทย",1,154
"4562","Thailand","2024-06-11","พิธา",2,154
"4563","Thailand","2024-06-11","Info",3,154
"4564","Thailand","2024-06-11","ข่าว",4,154
"4565","Thailand","2024-06-11","SET",5,154
"4566","Thailand","2024-06-12","ไฟไหม้จตุจักร",2,154
"4567","Thailand","2024-06-12","วอลเลย์บอลเนชั่นส์ลีก 2024",3,154
"4568","Thailand","2024-06-12","iOS 18",5,154
"4569","Thailand","2024-06-13","กีฬา",1,154
"4570","Thailand","2024-06-13","ไฟไหม้จตุจักร",3,154
"4571","Thailand","2024-06-13","วอลเลย์บอลเนชั่นส์ลีก 2024",4,154
"4572","Thailand","2024-06-14","ฟุตบอลชิงแชมป์แห่งชาติยุโรปปี 2024",1,154
"4573","Thailand","2024-06-14","ปูมัณฑนา",2,154
"4574","Thailand","2024-06-14","วอลเลย์บอลหญิง",3,154
"4575","Thailand","2024-06-14","ZONTES 350E",4,154
"4576","Thailand","2024-06-14","ปูเมียหาญ",5,154
"4577","Thailand","2024-06-15","บอลยูโร",1,154
"4578","Thailand","2024-06-15","ผลบอลยูโร",2,154
"4579","Thailand","2024-06-15","พุ่มพวงดวงจันทร์",3,154
"4580","Thailand","2024-06-15","สถิติหวยออกงวด 16 มิถุนายน",4,154
"4581","Thailand","2024-06-15","Joey Chestnut",5,154
"4582","Thailand","2024-06-16","ตรวจหวย16มิถุนายน2567",1,154
"4583","Thailand","2024-06-16","สเปนบอล",2,154
"4584","Thailand","2024-06-16","อิตาลีบอล",3,154
"4585","Thailand","2024-06-16","แบงค็อก ยูไนเต็ด พบ ดราก้อน ปทุมวัน กาญจนบุรี",4,154
"4586","Thailand","2024-06-16","แก้วลายทอง",5,154
"4587","Thailand","2024-06-17","ตรวจลอตเตอรี่",1,231
"4588","Thailand","2024-06-17","เซอร์เบีย พบ อังกฤษ",2,231
"4589","Thailand","2024-06-17","ปวิณภิรมย์ภักดี",3,231
"4590","Thailand","2024-06-17","เนเธอร์แลนด์บอล",4,231
"4591","Thailand","2024-06-17","รางวัลที่1",5,231
"4592","Thailand","2024-06-18","เบลเยียม",1,231
"4593","Thailand","2024-06-18","อังกฤษ",2,231
"4594","Thailand","2024-06-18","ทักษิณ",3,231
"4595","Thailand","2024-06-18","สไปรท์",4,231
"4596","Thailand","2024-06-18","พริมพริมา",5,231
"4597","Thailand","2024-06-19","กฎหมายสมรสเท่าเทียม",1,231
"4598","Thailand","2024-06-19","ฝรั่งเศสบอล",2,231
"4599","Thailand","2024-06-19","โปรตุเกสบอล",3,231
"4600","Thailand","2024-06-19","เมย์จีระนันท์",4,231
"4601","Thailand","2024-06-19","ทักษิณชินวัตร",5,231
"4602","Thailand","2024-06-20","สวิตเซอร์แลนด์บอล",2,231
"4603","Thailand","2024-06-20","BYD Dolphin",3,231
"4604","Thailand","2024-06-20","NVIDIA",4,231
"4605","Thailand","2024-06-20","THE BLACK LABEL",5,231
"4606","Thailand","2024-06-21","อังกฤษบอล",1,231
"4607","Thailand","2024-06-21","เซอร์เบียบอล",4,231
"4608","Thailand","2024-06-21","ดูบอลยูโร",5,231
"4609","Thailand","2024-06-22","โฉมฉายฉัตรวิไล",1,231
"4610","Thailand","2024-06-22","ฝรั่งเศสบอล",2,231
"4611","Thailand","2024-06-22","โปแลนด์บอล",3,231
"4612","Thailand","2024-06-22","ยูเครนบอล",4,231
"4613","Thailand","2024-06-22","ช่อง 7 ออนไลน์",5,231
"4614","Thailand","2024-06-23","ตุรกี พบ โปรตุเกส",1,231
"4615","Thailand","2024-06-23","วัดแสงแก้วโพธิญาณ",2,231
"4616","Thailand","2024-06-23","สารวัตรแจ๊ะ",3,231
"4617","Thailand","2024-06-23","Trigger Warning",4,231
"4618","Thailand","2024-06-23","โฉมฉายฉัตรวิไล",5,231
"4619","Thailand","2024-06-24","วอลเลย์บอลหญิงเนชันส์ลีก 2024",1,308
"4620","Thailand","2024-06-24","เบลเยียม พบ โรมาเนีย",2,308
"4621","Thailand","2024-06-24","F1",3,308
"4622","Thailand","2024-06-24","ชนินทร์เย็นสุดใจ",4,308
"4623","Thailand","2024-06-25","สวิตเซอร์แลนด์ พบ เยอรมนี",1,308
"4624","Thailand","2024-06-25","นาย-ณภัทร",4,308
"4625","Thailand","2024-06-25","วันต่อต้านยาเสพติดโลก",5,308
"4626","Thailand","2024-06-26","อังกฤษ พบ สโลวีเนีย",2,308
"4627","Thailand","2024-06-26","สุรเชษฐ์หักพาล",3,308
"4628","Thailand","2024-06-26","Robinhood",4,308
"4629","Thailand","2024-06-26","สเปน",5,308
"4630","Thailand","2024-06-27","สมชายวงศ์สวัสดิ์",1,308
"4631","Thailand","2024-06-27","ลิซ่า",2,308
"4632","Thailand","2024-06-27","LISA ROCKSTAR",3,308
"4633","Thailand","2024-06-27","ยูเครน พบ เบลเยียม",4,308
"4634","Thailand","2024-06-27","ROCKSTAR",5,308
"4635","Thailand","2024-06-28","ROCKSTAR LISA",1,308
"4636","Thailand","2024-06-28","ชัยวัฒน์ สถาอานันท์",3,308
"4637","Thailand","2024-06-28","ตุรกีบอล",4,308
"4638","Thailand","2024-06-28","บรรยิน",5,308
"4639","Turkey","2024-06-03","LGS 2024 soruları",1,81
"4640","Turkey","2024-06-03","1461 Trabzon FK - Iğdır FK",2,81
"4641","Turkey","2024-06-03","Mbappe",3,81
"4642","Turkey","2024-06-03","Pınarbaşı seçim sonuçları",4,81
"4643","Turkey","2024-06-03","Kırmızı et",5,81
"4644","Turkey","2024-06-04","Türkiye, İtalya",1,81
"4645","Turkey","2024-06-04","Mbappe",2,81
"4646","Turkey","2024-06-04","Bayram tatili kaç gün",3,81
"4647","Turkey","2024-06-04","MEMUR ZAMMI",5,81
"4648","Turkey","2024-06-05","İtalya - Türkiye",1,81
"4649","Turkey","2024-06-05","İsrail yangını",2,81
"4650","Turkey","2024-06-05","Birce Akalay",3,81
"4651","Turkey","2024-06-05","BRICS",4,81
"4652","Turkey","2024-06-05","Akaryakıt fiyatları",5,81
"4653","Turkey","2024-06-06","Giovanni van Bronckhorst",1,81
"4654","Turkey","2024-06-06","TRT SPOR",2,81
"4655","Turkey","2024-06-06","Meral Akşener",3,81
"4656","Turkey","2024-06-06","Babalar Günü ne zaman 2024",4,81
"4657","Turkey","2024-06-06","Ana de Armas",5,81
"4658","Turkey","2024-06-07","Anadolu Efes  Fenerbahçe",1,81
"4659","Turkey","2024-06-07","Brad Friedel",2,81
"4660","Turkey","2024-06-07","Zilhicce ayı",3,81
"4661","Turkey","2024-06-07","Tuva Cihangir Atasever",4,81
"4662","Turkey","2024-06-07","Nvidia",5,81
"4663","Turkey","2024-06-08","YKS saat kaçta",1,81
"4664","Turkey","2024-06-08","Rafa Silva",2,81
"4665","Turkey","2024-06-08","Babalar Günü 2024",3,81
"4666","Turkey","2024-06-08","Putin",4,81
"4667","Turkey","2024-06-08","UFL",5,81
"4668","Turkey","2024-06-09","Fenerbahçe seçim sonuçları",1,81
"4669","Turkey","2024-06-09","Reshad Strik",2,81
"4670","Turkey","2024-06-09","Aziz Yıldırım",3,81
"4671","Turkey","2024-06-09","Fenerbahçe başkanlık seçimi",4,81
"4672","Turkey","2024-06-09","TYT 2024 soruları",5,81
"4673","Turkey","2024-06-10","Rafa Silva",1,162
"4674","Turkey","2024-06-10","Merve Dizdar",2,162
"4675","Turkey","2024-06-10","Aybüke Yalçın",3,162
"4676","Turkey","2024-06-10","YKS cevap anahtarı",4,162
"4677","Turkey","2024-06-10","Emekli bayram ikramiyesi",5,162
"4678","Turkey","2024-06-11","Polonya - Türkiye",1,162
"4679","Turkey","2024-06-11","TRT Spor",2,162
"4680","Turkey","2024-06-11","Fenerbahçe Beko",3,162
"4681","Turkey","2024-06-11","Goretzka",4,162
"4682","Turkey","2024-06-11","TRT 1 CANLI",5,162
"4683","Turkey","2024-06-12","Murat Soydan",1,162
"4684","Turkey","2024-06-12","Rafa Silva",2,162
"4685","Turkey","2024-06-12","Gabriel Paulista",3,162
"4686","Turkey","2024-06-12","Fed faiz kararı",4,162
"4687","Turkey","2024-06-12","MSÜ tercih sonuçları",5,162
"4688","Turkey","2024-06-13","Murat Soydan",1,162
"4689","Turkey","2024-06-13","Rafa Silva",2,162
"4690","Turkey","2024-06-13","Gabriel Paulista",3,162
"4691","Turkey","2024-06-13","Fed faiz kararı",4,162
"4692","Turkey","2024-06-13","MSÜ tercih sonuçları",5,162
"4693","Turkey","2024-06-14","Yusuf Atala",1,162
"4694","Turkey","2024-06-14","HSK",2,162
"4695","Turkey","2024-06-14","KPSS önlisans başvuru",3,162
"4696","Turkey","2024-06-14","Devlet Bahçeli Cumhur İttifakı",4,162
"4697","Turkey","2024-06-14","Semih Yalçın",5,162
"4698","Turkey","2024-06-15","EURO 2024",1,162
"4699","Turkey","2024-06-15","Yusuf Kavaklı",2,162
"4700","Turkey","2024-06-15","BAYRAM NAMAZI SAATİ",3,162
"4701","Turkey","2024-06-15","Survivor",4,162
"4702","Turkey","2024-06-15","Kurban Bayramı namazı",5,162
"4703","Turkey","2024-06-16","Bayram namazı saat kaçta",1,162
"4704","Turkey","2024-06-16","Bayram mesajları",2,162
"4705","Turkey","2024-06-16","Kurban Bayramı mesajları",3,162
"4706","Turkey","2024-06-16","Babalar Günü",4,162
"4707","Turkey","2024-06-16","İspanya, Hırvatistan",5,162
"4708","Turkey","2024-06-17","Türkiye - Gürcistan maçı",1,243
"4709","Turkey","2024-06-17","Mehmet Ali Erbil",2,243
"4710","Turkey","2024-06-17","Eriksen",3,243
"4711","Turkey","2024-06-17","Babalar Günü sözleri",4,243
"4712","Turkey","2024-06-17","Borsa ne zaman açılacak",5,243
"4713","Turkey","2024-06-18","Turkiye",1,243
"4714","Turkey","2024-06-18","Türkiye  Gürcistan",2,243
"4715","Turkey","2024-06-18","Turkiye gurcistan",3,243
"4716","Turkey","2024-06-18","Romanya",4,243
"4717","Turkey","2024-06-18","House of the Dragon",5,243
"4718","Turkey","2024-06-19","Portekiz, Çekya",1,243
"4719","Turkey","2024-06-19","Türkiye - Portekiz maçı",2,243
"4720","Turkey","2024-06-19","TRT",3,243
"4721","Turkey","2024-06-19","Samet Akaydin",4,243
"4722","Turkey","2024-06-19","Eylem Tok",5,243
"4723","Turkey","2024-06-20","Türkiye-Gürcistan",1,243
"4724","Turkey","2024-06-20","Batshuayi",2,243
"4725","Turkey","2024-06-20","Almanya",3,243
"4726","Turkey","2024-06-20","Hırvatistan  Arnavutluk",4,243
"4727","Turkey","2024-06-20","Diamond Tema",5,243
"4728","Turkey","2024-06-21","Lindelöf",1,243
"4729","Turkey","2024-06-21","Turkiye Portekiz maci",2,243
"4730","Turkey","2024-06-21","Donald Sutherland",3,243
"4731","Turkey","2024-06-21","Yılmaz Özdil, 'Özgür Özel",4,243
"4732","Turkey","2024-06-21","Sırbistan",5,243
"4733","Turkey","2024-06-22","Türkiye - Portekiz",1,243
"4734","Turkey","2024-06-22","Fransa",2,243
"4735","Turkey","2024-06-22","Diyarbakır yangın",3,243
"4736","Turkey","2024-06-22","Kaya Sabancı",4,243
"4737","Turkey","2024-06-22","Türkiye - Polonya voleybol",5,243
"4738","Turkey","2024-06-23","Türkiye  Portekiz",1,243
"4739","Turkey","2024-06-23","Turkiye",2,243
"4740","Turkey","2024-06-23","Çekya Gürcistan maçı",3,243
"4741","Turkey","2024-06-23","TRT 1",4,243
"4742","Turkey","2024-06-23","TRT",5,243
"4743","Turkey","2024-06-24","Turkiye Portekiz",1,324
"4744","Turkey","2024-06-24","Son depremler",2,324
"4745","Turkey","2024-06-24","İsviçre - Almanya",3,324
"4746","Turkey","2024-06-24","Ayhan Sicimoğlu",4,324
"4747","Turkey","2024-06-24","Barnabas Varga",5,324
"4748","Turkey","2024-06-25","Hırvatistan  İtalya",1,324
"4749","Turkey","2024-06-25","Türkiye-Çekya",2,324
"4750","Turkey","2024-06-25","Borna Barisic",3,324
"4751","Turkey","2024-06-25","Altın",4,324
"4752","Turkey","2024-06-25","Arnavutluk  İspanya",5,324
"4753","Turkey","2024-06-26","Türkiye Çekya",1,324
"4754","Turkey","2024-06-26","Rafa Silva",2,324
"4755","Turkey","2024-06-26","Son dakika deprem",3,324
"4756","Turkey","2024-06-26","Son depremler",4,324
"4757","Turkey","2024-06-26","Devlet Bahçeli",5,324
"4758","Turkey","2024-06-27","Türkiye Çekya",1,324
"4759","Turkey","2024-06-27","TRT 1 canlı",2,324
"4760","Turkey","2024-06-27","Gürcistan, Portekiz",3,324
"4761","Turkey","2024-06-27","LGS sonuçları",4,324
"4762","Turkey","2024-06-27","Avusturya - Türkiye",5,324
